File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF339XZT	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR691TXI	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-778'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/162963/'], '@type': ['Target', 'Item'], 'name': 'ZNF610-human', 'label': 'ZNF610', '@id': '/targets/ZNF610-human/', 'title': 'ZNF610 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '2a577ec8-0035-4367-8fa9-6a083e6d0270', 'status': 'released'}				ZNF610-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF809PLY/, /files/ENCFF753LES/, /files/ENCFF419RSJ/, /files/ENCFF766YZS/	277838	ENCODE Processing Pipeline	57bd86637314d1e7e0a877dc8f7868dc		https://www.encodeproject.org/files/ENCFF339XZT/@@download/ENCFF339XZT.bed.gz				released	s3://encode-public/2016/11/01/2859976c-366b-4df3-aba0-fa53b86ec2b5/ENCFF339XZT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/01/2859976c-366b-4df3-aba0-fa53b86ec2b5/ENCFF339XZT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, borderline replicate concordance, missing genetic modification characterization		
ENCFF913PSL	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR769JRS	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/121536/'], '@type': ['Target', 'Item'], 'name': 'AEBP2-human', 'label': 'AEBP2', '@id': '/targets/AEBP2-human/', 'title': 'AEBP2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '5e01fbf7-84c6-4313-83a2-c4191ea7fef7', 'status': 'released'}				AEBP2-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF972XCP/, /files/ENCFF419RSJ/, /files/ENCFF088OFP/, /files/ENCFF397EGL/	47901	ENCODE Processing Pipeline	e48e4240f945bb7cc791783326d66e4f		https://www.encodeproject.org/files/ENCFF913PSL/@@download/ENCFF913PSL.bed.gz				released	s3://encode-public/2016/11/01/743da3b5-7370-49f4-a802-37364c26fc9f/ENCFF913PSL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/01/743da3b5-7370-49f4-a802-37364c26fc9f/ENCFF913PSL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, borderline replicate concordance, missing genetic modification characterization		
ENCFF444CQQ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR669GUM	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-622'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/342908/'], '@type': ['Target', 'Item'], 'name': 'ZNF404-human', 'label': 'ZNF404', '@id': '/targets/ZNF404-human/', 'title': 'ZNF404 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6a4467f4-fdc0-4636-8370-e4cedf64bcae', 'status': 'released'}				ZNF404-human	DNA				formaldehyde		2017-02-13	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF257ADA/, /files/ENCFF419RSJ/, /files/ENCFF593MJR/, /files/ENCFF582KKC/	44720	ENCODE Processing Pipeline	7ec928e76e1c4db6ad4ccb9dfea2c0dc		https://www.encodeproject.org/files/ENCFF444CQQ/@@download/ENCFF444CQQ.bed.gz				released	s3://encode-public/2017/02/08/164dd537-288f-4803-8758-87d97c12defb/ENCFF444CQQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/08/164dd537-288f-4803-8758-87d97c12defb/ENCFF444CQQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF999MOT	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR304AMN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/22806/'], '@type': ['Target', 'Item'], 'name': 'IKZF3-human', 'label': 'IKZF3', '@id': '/targets/IKZF3-human/', 'title': 'IKZF3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6b1223f5-60f9-4ef0-81a0-1c60b72f5b93', 'status': 'released'}				IKZF3-human	DNA						2018-07-12	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF419RSJ/, /files/ENCFF803ADO/, /files/ENCFF586ZHQ/, /files/ENCFF255KCK/	567250	ENCODE Processing Pipeline	3b8f86b31ac2660688cfab19decaea5b		https://www.encodeproject.org/files/ENCFF999MOT/@@download/ENCFF999MOT.bed.gz				released	s3://encode-public/2018/06/20/53328aed-b8b8-40f3-b35c-2a8d48e405fc/ENCFF999MOT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/20/53328aed-b8b8-40f3-b35c-2a8d48e405fc/ENCFF999MOT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, missing biosample characterization, moderate library complexity, missing genetic modification characterization		
ENCFF924JMH	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR516VQK	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7727/'], '@type': ['Target', 'Item'], 'name': 'ZNF174-human', 'label': 'ZNF174', '@id': '/targets/ZNF174-human/', 'title': 'ZNF174 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '34074c6d-7a31-4a04-bcba-e7bd4847d0a6', 'status': 'released'}				ZNF174-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF554JHS/, /files/ENCFF055SJC/, /files/ENCFF419RSJ/, /files/ENCFF607TIV/	36246	ENCODE Processing Pipeline	ebfea90d12759788fef84de08f51b498		https://www.encodeproject.org/files/ENCFF924JMH/@@download/ENCFF924JMH.bed.gz				released	s3://encode-public/2017/03/06/c387571d-61a2-4b1a-9a0a-3fe5119bf04b/ENCFF924JMH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/06/c387571d-61a2-4b1a-9a0a-3fe5119bf04b/ENCFF924JMH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF197LYS	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR283DOU	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-656'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/285349/'], '@type': ['Target', 'Item'], 'name': 'ZNF660-human', 'label': 'ZNF660', '@id': '/targets/ZNF660-human/', 'title': 'ZNF660 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1bd80977-747c-44b6-8182-dcbf1769810b', 'status': 'released'}				ZNF660-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF986ZCL/, /files/ENCFF608ADT/, /files/ENCFF419RSJ/, /files/ENCFF108RIH/	597861	ENCODE Processing Pipeline	e0c001beffcd2eac7fa93c0a7759bc4c		https://www.encodeproject.org/files/ENCFF197LYS/@@download/ENCFF197LYS.bed.gz				released	s3://encode-public/2018/04/18/cabb2091-63a9-4853-b196-8961486a5f7e/ENCFF197LYS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/cabb2091-63a9-4853-b196-8961486a5f7e/ENCFF197LYS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF804ZLF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR295BIP	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/27153/'], '@type': ['Target', 'Item'], 'name': 'ZNF777-human', 'label': 'ZNF777', '@id': '/targets/ZNF777-human/', 'title': 'ZNF777 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '26f72603-ec74-428a-8e87-664229f0f8cb', 'status': 'released'}				ZNF777-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF655CFS/, /files/ENCFF464FKJ/, /files/ENCFF373PMF/, /files/ENCFF419RSJ/	146227	ENCODE Processing Pipeline	8eeababfab257e430c4b9aa1f511e66a		https://www.encodeproject.org/files/ENCFF804ZLF/@@download/ENCFF804ZLF.bed.gz				released	s3://encode-public/2017/03/06/f08eef5b-57c8-49b2-be3a-c05a50ab7f55/ENCFF804ZLF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/06/f08eef5b-57c8-49b2-be3a-c05a50ab7f55/ENCFF804ZLF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, borderline replicate concordance, missing genetic modification characterization		
ENCFF970URF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR503DPC	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-852'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/130557/'], '@type': ['Target', 'Item'], 'name': 'ZNF513-human', 'label': 'ZNF513', '@id': '/targets/ZNF513-human/', 'title': 'ZNF513 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3eaddcdd-c60d-4301-84a5-e5bb1e3bcd6e', 'status': 'released'}				ZNF513-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF419RSJ/, /files/ENCFF295YZS/, /files/ENCFF954NGJ/, /files/ENCFF830YVP/	226316	ENCODE Processing Pipeline	2cb78db03ed50bc3cb85ef3d28a05254		https://www.encodeproject.org/files/ENCFF970URF/@@download/ENCFF970URF.bed.gz				released	s3://encode-public/2018/04/18/128a8cb6-54d3-4683-b921-3ac6726a1637/ENCFF970URF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/128a8cb6-54d3-4683-b921-3ac6726a1637/ENCFF970URF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF904ANO	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR543KOA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/221527/'], '@type': ['Target', 'Item'], 'name': 'ZBTB12-human', 'label': 'ZBTB12', '@id': '/targets/ZBTB12-human/', 'title': 'ZBTB12 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'a94760dd-89d5-4525-b326-467dcfb21385', 'status': 'released'}				ZBTB12-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF288NOF/, /files/ENCFF439ZDA/, /files/ENCFF938APS/, /files/ENCFF419RSJ/	199678	ENCODE Processing Pipeline	fb7c2e593808193470892135eb935b38		https://www.encodeproject.org/files/ENCFF904ANO/@@download/ENCFF904ANO.bed.gz				released	s3://encode-public/2017/11/27/885d6dd9-7b4b-495d-a5c6-24c3153c4128/ENCFF904ANO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/27/885d6dd9-7b4b-495d-a5c6-24c3153c4128/ENCFF904ANO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF373VEK	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR290SSQ	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:MAZ'], 'aliases': ['michael-snyder:TS-1819'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4150/'], '@type': ['Target', 'Item'], 'label': 'MAZ', 'title': 'MAZ (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'a84519a6-5cb1-4e81-aeac-a2a79bb66a6f', 'schema_version': '14', 'name': 'MAZ-human', '@id': '/targets/MAZ-human/', 'status': 'released'}				MAZ-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF652YQI/, /files/ENCFF726FZA/, /files/ENCFF419RSJ/, /files/ENCFF442YRD/	703430	ENCODE Processing Pipeline	36f73bf4513ac631229e5e33f26982a2		https://www.encodeproject.org/files/ENCFF373VEK/@@download/ENCFF373VEK.bed.gz				released	s3://encode-public/2016/10/28/158bf021-f66f-4137-ae85-1956f9aacfa8/ENCFF373VEK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/10/28/158bf021-f66f-4137-ae85-1956f9aacfa8/ENCFF373VEK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read depth, missing biosample characterization, borderline replicate concordance, missing genetic modification characterization		
ENCFF817UEX	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR882ICT	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001184	HEK293T	cell line	Homo sapiens										ZNF384-human	DNA						2016-11-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF488EME/, /files/ENCFF963ZID/, /files/ENCFF419RSJ/, /files/ENCFF108SAS/	326460	ENCODE Processing Pipeline	34b25656d3796676428d196e9a0e140d		https://www.encodeproject.org/files/ENCFF817UEX/@@download/ENCFF817UEX.bed.gz				released	s3://encode-public/2016/11/02/c15c61ca-53cd-474c-80fb-2e4afeab05f6/ENCFF817UEX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/02/c15c61ca-53cd-474c-80fb-2e4afeab05f6/ENCFF817UEX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF388XSN	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR421QXA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1270'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51276/'], '@type': ['Target', 'Item'], 'name': 'ZNF571-human', 'label': 'ZNF571', '@id': '/targets/ZNF571-human/', 'title': 'ZNF571 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '287fb001-7150-4bb8-ada0-28c82a8ea81c', 'status': 'released'}				ZNF571-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF239VVK/, /files/ENCFF781BPT/, /files/ENCFF419RSJ/, /files/ENCFF572OQG/	31471	ENCODE Processing Pipeline	efeca31d2d5523b7ee90aa0e53668db9		https://www.encodeproject.org/files/ENCFF388XSN/@@download/ENCFF388XSN.bed.gz				released	s3://encode-public/2017/02/16/f218dd0a-c46b-4c8e-af1c-e53d4fb40542/ENCFF388XSN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/16/f218dd0a-c46b-4c8e-af1c-e53d4fb40542/ENCFF388XSN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF076TXN	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR044FMM	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6297/'], '@type': ['Target', 'Item'], 'name': 'SALL2-human', 'label': 'SALL2', '@id': '/targets/SALL2-human/', 'title': 'SALL2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0f9bb016-c662-48e8-8656-a6d09c1a030e', 'status': 'released'}				SALL2-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF571TBP/, /files/ENCFF148ZVH/, /files/ENCFF132FHH/	51414	ENCODE Processing Pipeline	24c3b9471c63f5b6bf932c39e032639e		https://www.encodeproject.org/files/ENCFF076TXN/@@download/ENCFF076TXN.bed.gz				released	s3://encode-public/2017/02/15/dafb66b1-2868-4ebd-9c77-dc67b79e6af5/ENCFF076TXN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/15/dafb66b1-2868-4ebd-9c77-dc67b79e6af5/ENCFF076TXN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, missing biosample characterization, borderline replicate concordance, missing genetic modification characterization		
ENCFF728QYS	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR985MYI	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-760'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/163071/'], '@type': ['Target', 'Item'], 'name': 'ZNF114-human', 'label': 'ZNF114', '@id': '/targets/ZNF114-human/', 'title': 'ZNF114 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'ea9e2101-bfd5-4a34-8bd4-0907117365af', 'status': 'released'}				ZNF114-human	DNA				formaldehyde		2017-05-17	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF419RSJ/, /files/ENCFF828RFB/, /files/ENCFF617YIK/, /files/ENCFF621QEA/	30899	ENCODE Processing Pipeline	81788f6050344a4ea8f884d95af405b8		https://www.encodeproject.org/files/ENCFF728QYS/@@download/ENCFF728QYS.bed.gz				released	s3://encode-public/2017/05/12/83b784e4-9d84-4342-93dd-a17efda4dc62/ENCFF728QYS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/05/12/83b784e4-9d84-4342-93dd-a17efda4dc62/ENCFF728QYS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF145USV	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR011CKE	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7549/'], '@type': ['Target', 'Item'], 'name': 'ZNF2-human', 'label': 'ZNF2', '@id': '/targets/ZNF2-human/', 'title': 'ZNF2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '84c81db9-6dfd-42c6-8380-f5a9ca0f6ac6', 'status': 'released'}				ZNF2-human	DNA				formaldehyde		2016-10-25	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF401YCF/, /files/ENCFF417JUE/, /files/ENCFF419RSJ/, /files/ENCFF120HWE/	526768	ENCODE Processing Pipeline	375b593d99bf7c936e1494a876b8b5bf		https://www.encodeproject.org/files/ENCFF145USV/@@download/ENCFF145USV.bed.gz				released	s3://encode-public/2016/11/01/10699f82-c0ae-4f15-be9f-7180eb69dbc4/ENCFF145USV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/01/10699f82-c0ae-4f15-be9f-7180eb69dbc4/ENCFF145USV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
